[0.70711, 0, 0, 0, 0, 0, 0, 0.70711] 4 [0, 0, 0, 0.518, 0.482, 0, 0, 0] [0.023, 0.023, 0.013, 0.458, 0.416, 0.022, 0.024, 0.021]
[0.70711, 0, 0, 0, 0, 0, 0, 0.70711] 5 [0, 0, 0, 0, 0.518, 0.482, 0, 0] [0.023, 0.03, 0.01, 0.015, 0.456, 0.431, 0.022, 0.013]
[0.70711, 0, 0, 0, 0, 0, 0, 0.70711] 6 [0, 0, 0, 0, 0, 0.477, 0.523, 0] [0.022, 0.021, 0.027, 0.017, 0.028, 0.437, 0.421, 0.027]
[0.70711, 0, 0, 0, 0, 0, 0, 0.70711] 7 [0, 0, 0, 0, 0, 0, 0.509, 0.491] [0.025, 0.011, 0.023, 0.027, 0.015, 0.028, 0.446, 0.425]
[0, 0.70711, 0.70711, 0, 0, 0, 0, 0] 0 [0, 0.489, 0.511, 0, 0, 0, 0, 0] [0.015, 0.442, 0.458, 0.023, 0.011, 0.015, 0.023, 0.013]
[0, 0.70711, 0.70711, 0, 0, 0, 0, 0] 1 [0, 0, 0.502, 0.498, 0, 0, 0, 0] [0.018, 0.029, 0.447, 0.44, 0.01, 0.019, 0.016, 0.021]
[0, 0.70711, 0.70711, 0, 0, 0, 0, 0] 2 [0, 0, 0, 0.49, 0.51, 0, 0, 0] [0.018, 0.022, 0.024, 0.434, 0.423, 0.029, 0.025, 0.025]
[0, 0.70711, 0.70711, 0, 0, 0, 0, 0] 3 [0, 0, 0, 0, 0.507, 0.493, 0, 0] [0.023, 0.031, 0.01, 0.018, 0.445, 0.445, 0.013, 0.015]
[0, 0.70711, 0.70711, 0, 0, 0, 0, 0] 4 [0, 0, 0, 0, 0, 0.504, 0.496, 0] [0.014, 0.025, 0.021, 0.021, 0.026, 0.426, 0.446, 0.021]
[0, 0.70711, 0.70711, 0, 0, 0, 0, 0] 5 [0, 0, 0, 0, 0, 0, 0.491, 0.509] [0.025, 0.016, 0.015, 0.024, 0.021, 0.022, 0.441, 0.436]
[0, 0.70711, 0.70711, 0, 0, 0, 0, 0] 6 [0.492, 0, 0, 0, 0, 0, 0, 0.508] [0.435, 0.014, 0.015, 0.017, 0.024, 0.01, 0.023, 0.462]
[0, 0.70711, 0.70711, 0, 0, 0, 0, 0] 7 [0.486, 0.514, 0, 0, 0, 0, 0, 0] [0.44, 0.439, 0.028, 0.017, 0.017, 0.024, 0.016, 0.019]
[0, 0.70711, 0, 0.70711, 0, 0, 0, 0] 0 [0, 0.492, 0, 0.508, 0, 0, 0, 0] [0.017, 0.448, 0.011, 0.467, 0.008, 0.02, 0.012, 0.017]
[0, 0.70711, 0, 0.70711, 0, 0, 0, 0] 1 [0, 0, 0.495, 0, 0.505, 0, 0, 0] [0.023, 0.006, 0.457, 0.006, 0.474, 0.012, 0.016, 0.006]
[0, 0.70711, 0, 0.70711, 0, 0, 0, 0] 2 [0, 0, 0, 0.489, 0, 0.511, 0, 0] [0.002, 0.019, 0.007, 0.468, 0.006, 0.472, 0.003, 0.023]
[0, 0.70711, 0, 0.70711, 0, 0, 0, 0] 3 [0, 0, 0, 0, 0.502, 0, 0.498, 0] [0.019, 0.01, 0.023, 0.008, 0.471, 0.012, 0.443, 0.014]
[0, 0.70711, 0, 0.70711, 0, 0, 0, 0] 4 [0, 0, 0, 0, 0, 0.491, 0, 0.509] [0.008, 0.023, 0.009, 0.017, 0.009, 0.48, 0.018, 0.436]
[0, 0.70711, 0, 0.70711, 0, 0, 0, 0] 5 [0.51, 0, 0, 0, 0, 0, 0.49, 0] [0.472, 0.009, 0.027, 0.007, 0.031, 0.001, 0.444, 0.009]
[0, 0.70711, 0, 0.70711, 0, 0, 0, 0] 6 [0, 0.511, 0, 0, 0, 0, 0, 0.489] [0.013, 0.468, 0.006, 0.019, 0.005, 0.017, 0.012, 0.46]
[0, 0.70711, 0, 0.70711, 0, 0, 0, 0] 7 [0.501, 0, 0.499, 0, 0, 0, 0, 0] [0.461, 0.009, 0.468, 0.021, 0.016, 0.003, 0.016, 0.006]
[0, 0.70711, 0, 0, 0.70711, 0, 0, 0] 0 [0, 0.484, 0, 0, 0.516, 0, 0, 0] [0.036, 0.448, 0.008, 0.012, 0.451, 0.03, 0.012, 0.003]
[0, 0.70711, 0, 0, 0.70711, 0, 0, 0] 1 [0, 0, 0.495, 0, 0, 0.505, 0, 0] [0.016, 0.035, 0.431, 0.024, 0.012, 0.449, 0.019, 0.014]
[0, 0.70711, 0, 0, 0.70711, 0, 0, 0] 2 [0, 0, 0, 0.496, 0, 0, 0.504, 0] [0.008, 0.013, 0.037, 0.431, 0.013, 0.006, 0.455, 0.037]
[0, 0.70711, 0, 0, 0.70711, 0, 0, 0] 3 [0, 0, 0, 0, 0.513, 0, 0, 0.487] [0.025, 0.008, 0.011, 0.03, 0.439, 0.021, 0.019, 0.447]
[0, 0.70711, 0, 0, 0.70711, 0, 0, 0] 4 [0.485, 0, 0, 0, 0, 0.515, 0, 0] [0.454, 0.04, 0.02, 0.01, 0.031, 0.426, 0.008, 0.011]
[0, 0.70711, 0, 0, 0.70711, 0, 0, 0] 5 [0, 0.49, 0, 0, 0, 0, 0.51, 0] [0.018, 0.437, 0.032, 0.017, 0.02, 0.025, 0.44, 0.011]
[0, 0.70711, 0, 0, 0.70711, 0, 0, 0] 6 [0, 0, 0.514, 0, 0, 0, 0, 0.486] [0.006, 0.004, 0.487, 0.042, 0.008, 0.005, 0.029, 0.419]
